City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
87,Provideniya,RU,64.3833,-173.3,-9.72,81,11,5.12,few clouds,2022-02-12 20:54:18
88,Lianyuan,CN,27.6883,111.6642,39.43,96,100,2.26,overcast clouds,2022-02-12 20:54:19
89,Loukhi,RU,66.0764,33.0381,10.8,86,47,8.05,scattered clouds,2022-02-12 20:55:19
90,Gamba,GA,-2.65,10.0,77.4,91,100,5.46,moderate rain,2022-02-12 20:55:19
91,Brigantine,US,39.4101,-74.3646,60.21,68,25,10.69,scattered clouds,2022-02-12 20:55:20
92,Dikson,RU,73.5069,80.5464,-3.75,78,100,27.29,overcast clouds,2022-02-12 20:55:20
93,Tilichiki,RU,60.4667,166.1,-21.53,92,12,8.86,few clouds,2022-02-12 20:55:20
94,Rawson,AR,-43.3002,-65.1023,81.12,25,93,8.68,overcast clouds,2022-02-12 20:51:11
95,Shahr-E Babak,IR,30.1165,55.1186,42.94,82,73,6.2,broken clouds,2022-02-12 20:55:20
96,Dwarka,IN,22.2394,68.9678,69.76,54,2,10.29,clear sky,2022-02-12 20:55:21
97,Port Augusta,AU,-32.5,137.7667,59.14,23,92,3.53,overcast clouds,2022-02-12 20:55:21
98,Clyde River,CA,70.4692,-68.5914,-16.37,76,100,31.07,heavy snow,2022-02-12 20:55:22
99,Yellowknife,CA,62.456,-114.3525,-11.58,84,75,3.44,broken clouds,2022-02-12 20:52:28
100,Shache,CN,38.4167,77.2406,36.73,35,100,2.42,overcast clouds,2022-02-12 20:55:22
101,Lorengau,PG,-2.0226,147.2712,80.55,77,98,1.5,overcast clouds,2022-02-12 20:55:22
102,Avarua,CK,-21.2078,-159.775,82.45,74,100,4.61,overcast clouds,2022-02-12 20:55:22
103,Zyryanka,RU,65.75,150.85,-31.4,95,11,8.01,few clouds,2022-02-12 20:55:23
104,Isangel,VU,-19.55,169.2667,77.11,88,75,0.0,broken clouds,2022-02-12 20:55:23
105,Comodoro Rivadavia,AR,-45.8667,-67.5,85.86,23,0,13.8,clear sky,2022-02-12 20:51:50
106,Butaritari,KI,3.0707,172.7902,82.94,68,98,15.52,overcast clouds,2022-02-12 20:55:23
107,Camaqua,BR,-30.8511,-51.8122,77.0,74,98,9.57,overcast clouds,2022-02-12 20:55:24
108,Georgetown,MY,5.4112,100.3354,79.95,86,20,4.61,few clouds,2022-02-12 20:51:37
109,Busselton,AU,-33.65,115.3333,56.08,78,0,11.39,clear sky,2022-02-12 20:55:24
110,Matane,CA,48.8286,-67.522,31.75,99,100,10.49,snow,2022-02-12 20:55:24
111,Nanortalik,GL,60.1432,-45.2371,30.02,98,100,9.22,snow,2022-02-12 20:55:25
112,Parati,BR,-23.2178,-44.7131,92.3,96,94,2.01,overcast clouds,2022-02-12 20:55:25
113,Kirkwall,GB,58.9848,-2.9587,44.65,76,75,18.41,broken clouds,2022-02-12 20:50:38
114,Manggar,ID,-2.8833,108.2667,78.64,86,100,6.46,overcast clouds,2022-02-12 20:55:25
115,Lebu,CL,-37.6167,-73.65,66.47,63,21,11.39,few clouds,2022-02-12 20:52:26
116,Diu,IN,20.7141,70.9822,67.82,39,1,6.51,clear sky,2022-02-12 20:55:26
117,Muroto,JP,33.2833,134.15,51.31,64,100,13.56,overcast clouds,2022-02-12 20:55:26
118,Agua Prieta,MX,31.3,-109.5667,68.72,25,0,17.72,clear sky,2022-02-12 20:55:26
119,Port Hedland,AU,-20.3167,118.5667,84.25,89,44,8.05,scattered clouds,2022-02-12 20:55:27
120,Alugan,PH,12.2188,125.4808,77.47,86,94,13.78,overcast clouds,2022-02-12 20:55:27
121,Vaini,TO,-21.2,-175.2,82.56,83,20,9.22,few clouds,2022-02-12 20:55:27
122,Robertsport,LR,6.7533,-11.3686,79.92,84,10,12.46,clear sky,2022-02-12 20:55:28
123,Faanui,PF,-16.4833,-151.75,81.25,73,97,15.19,overcast clouds,2022-02-12 20:55:28
124,Vila Velha,BR,-20.3297,-40.2925,76.95,92,40,5.75,scattered clouds,2022-02-12 20:55:28
125,Hambantota,LK,6.1241,81.1185,76.14,85,80,9.55,broken clouds,2022-02-12 20:55:28
126,Taoudenni,ML,22.6783,-3.9836,65.93,19,0,10.42,clear sky,2022-02-12 20:55:29
127,Mount Gambier,AU,-37.8333,140.7667,62.51,67,78,10.36,broken clouds,2022-02-12 20:55:29
128,Kidal,ML,18.4411,1.4078,72.1,11,0,7.49,clear sky,2022-02-12 20:55:29
129,Saint-Francois,FR,46.4154,3.9054,33.67,86,0,4.61,clear sky,2022-02-12 20:55:30
130,Bloomfield,US,40.8068,-74.1854,57.45,39,0,18.41,clear sky,2022-02-12 20:51:28
131,Sitka,US,57.0531,-135.33,40.57,90,100,4.47,overcast clouds,2022-02-12 20:55:30
132,Yulara,AU,-25.2406,130.9889,67.84,45,0,6.91,clear sky,2022-02-12 20:55:30
133,Ribeira Grande,PT,38.5167,-28.7,61.2,88,75,21.85,broken clouds,2022-02-12 20:55:31
134,Martapura,ID,-3.4167,114.85,75.29,100,100,4.61,overcast clouds,2022-02-12 20:55:31
135,Chokurdakh,RU,70.6333,147.9167,-2.11,95,100,13.29,overcast clouds,2022-02-12 20:56:31
136,Tuatapere,NZ,-46.1333,167.6833,51.82,75,100,6.98,overcast clouds,2022-02-12 20:56:32
137,Upernavik,GL,72.7868,-56.1549,-0.22,95,100,11.07,overcast clouds,2022-02-12 20:55:18
138,Port Lincoln,AU,-34.7333,135.8667,69.1,49,100,4.76,overcast clouds,2022-02-12 20:56:32
139,Cabo San Lucas,MX,22.8909,-109.9124,84.51,36,20,6.91,few clouds,2022-02-12 20:55:43
140,Durango,MX,24.8333,-104.8333,63.68,12,14,10.78,few clouds,2022-02-12 20:53:36
141,Romilly-Sur-Seine,FR,48.5108,3.7263,36.09,73,71,6.71,broken clouds,2022-02-12 20:56:32
142,Kushnarenkovo,RU,55.105,55.3508,23.38,93,100,7.58,overcast clouds,2022-02-12 20:56:33
143,Epe,NG,6.5841,3.9834,78.04,88,70,5.77,broken clouds,2022-02-12 20:56:33
144,Saint-Philippe,RE,-21.3585,55.7679,78.35,82,31,11.21,scattered clouds,2022-02-12 20:56:33
145,San Quintin,MX,30.4833,-115.95,75.06,29,74,7.72,broken clouds,2022-02-12 20:56:34
146,Arraial Do Cabo,BR,-22.9661,-42.0278,76.86,88,75,6.91,mist,2022-02-12 20:56:34
147,Odweyne,SO,9.4092,45.064,63.23,64,100,9.89,overcast clouds,2022-02-12 20:56:34
148,Atikokan,CA,48.7555,-91.6216,-3.33,76,100,3.87,overcast clouds,2022-02-12 20:56:35
149,Tateyama,JP,34.9833,139.8667,41.05,58,51,0.63,broken clouds,2022-02-12 20:56:35
150,Gizycko,PL,54.0381,21.7644,30.11,71,83,11.79,broken clouds,2022-02-12 20:56:35
151,Benghazi,LY,32.1167,20.0667,56.25,64,0,3.15,clear sky,2022-02-12 20:56:36
152,Kungsbacka,SE,57.4872,12.0761,40.17,89,100,25.01,overcast clouds,2022-02-12 20:56:36
153,Ponta Do Sol,PT,32.6667,-17.1,63.23,57,22,5.37,few clouds,2022-02-12 20:56:36
154,Longyearbyen,SJ,78.2186,15.6401,10.24,72,0,13.8,clear sky,2022-02-12 20:56:36
155,Tasiilaq,GL,65.6145,-37.6368,3.2,65,100,4.47,overcast clouds,2022-02-12 20:56:37
156,Taltal,CL,-25.4,-70.4833,70.7,71,23,7.23,few clouds,2022-02-12 20:56:37
157,Viedma,AR,-40.8135,-62.9967,82.85,15,100,6.11,overcast clouds,2022-02-12 20:56:37
158,Souillac,MU,-20.5167,57.5167,80.98,83,40,9.22,light rain,2022-02-12 20:56:38
159,Mehamn,NO,71.0357,27.8492,27.05,76,90,21.36,light snow,2022-02-12 20:56:38
160,Oktyabrskoye,RU,43.0645,44.7417,24.94,100,8,6.71,clear sky,2022-02-12 20:56:34
161,Merauke,ID,-8.4667,140.3333,76.17,86,0,10.67,clear sky,2022-02-12 20:56:38
162,Cascais,PT,38.6979,-9.4215,56.46,70,14,15.01,few clouds,2022-02-12 20:56:38
163,Palmer,US,42.1584,-72.3287,55.47,37,75,14.97,broken clouds,2022-02-12 20:55:18
164,Minusinsk,RU,53.7103,91.6875,-28.01,52,82,1.36,broken clouds,2022-02-12 20:56:39
165,Pilar,BR,-9.5972,-35.9567,80.53,70,8,10.74,clear sky,2022-02-12 20:56:39
166,Ulladulla,AU,-35.35,150.4667,63.88,83,38,2.66,scattered clouds,2022-02-12 20:56:39
167,Narsaq,GL,60.9167,-46.05,28.18,98,100,2.68,snow,2022-02-12 20:56:40
168,Santa Ana,US,33.7456,-117.8678,94.82,13,20,9.22,few clouds,2022-02-12 20:53:55
169,The Pas,CA,53.8251,-101.2541,-3.98,65,0,6.91,clear sky,2022-02-12 20:56:40
170,Cabedelo,BR,-6.9811,-34.8339,84.87,74,50,10.09,scattered clouds,2022-02-12 20:56:40
171,Siniscola,IT,40.5719,9.6922,42.35,85,5,4.9,clear sky,2022-02-12 20:56:41
172,Kamienna Gora,PL,50.7831,16.0304,35.17,69,59,10.45,broken clouds,2022-02-12 20:56:41
173,Mandalgovi,MN,45.7625,106.2708,-8.41,81,12,6.55,few clouds,2022-02-12 20:56:41
174,Joao Pinheiro,BR,-17.7425,-46.1725,69.33,92,87,5.82,overcast clouds,2022-02-12 20:56:42
175,Mar Del Plata,AR,-38.0023,-57.5575,66.22,68,40,18.41,scattered clouds,2022-02-12 20:56:42
176,Ilulissat,GL,69.2167,-51.1,10.31,90,100,21.94,snow,2022-02-12 20:56:42
177,Labytnangi,RU,66.6572,66.4183,-16.26,100,100,6.6,overcast clouds,2022-02-12 20:53:31
178,Lokosovo,RU,61.1333,74.8167,-8.18,97,28,9.06,scattered clouds,2022-02-12 20:57:43
179,Lata,PT,40.1629,-8.3327,54.81,96,51,1.48,broken clouds,2022-02-12 20:57:43
180,Songea,TZ,-10.6833,35.65,63.66,98,100,1.52,light rain,2022-02-12 20:56:33
181,Sukhumi,GE,43.0033,41.0153,45.68,68,9,2.51,clear sky,2022-02-12 20:57:43
182,Leninsk,RU,48.7119,45.1994,31.86,98,100,11.5,light snow,2022-02-12 20:57:44
183,Broome,US,42.2506,-75.833,37.69,67,61,7.0,broken clouds,2022-02-12 20:57:44
184,Vardo,NO,70.3705,31.1107,26.58,66,11,15.37,few clouds,2022-02-12 20:57:44
185,Puerto Ayora,EC,-0.7393,-90.3518,85.96,85,98,5.01,overcast clouds,2022-02-12 20:57:44
186,Puerto Escondido,MX,15.85,-97.0667,85.53,48,21,6.35,few clouds,2022-02-12 20:57:45
187,Itigi,TZ,-5.7,34.4833,62.69,97,100,1.32,overcast clouds,2022-02-12 20:57:45
188,Llangefni,GB,53.2556,-4.3106,50.65,93,75,19.57,broken clouds,2022-02-12 20:57:45
189,Port Elizabeth,ZA,-33.918,25.5701,71.89,94,100,20.71,overcast clouds,2022-02-12 20:57:45
190,Svetlogorsk,BY,52.6333,29.7333,27.61,81,16,9.31,few clouds,2022-02-12 20:57:46
191,Kattivakkam,IN,13.2167,80.3167,79.07,79,6,7.34,clear sky,2022-02-12 20:57:46
192,Nyurba,RU,63.2842,118.3319,-27.11,100,98,3.15,overcast clouds,2022-02-12 20:57:46
193,Krasnoselkup,RU,65.7,82.4667,-7.6,91,5,12.01,clear sky,2022-02-12 20:57:47
194,Poum,NC,-20.2333,164.0167,81.16,74,100,4.09,overcast clouds,2022-02-12 20:57:47
195,Plettenberg Bay,ZA,-34.0527,23.3716,68.25,93,91,5.57,overcast clouds,2022-02-12 20:57:47
196,Salalah,OM,17.0151,54.0924,69.57,72,2,2.1,clear sky,2022-02-12 20:53:36
197,Tual,ID,-5.6667,132.75,82.56,71,23,3.96,few clouds,2022-02-12 20:57:48
198,Mpika,ZM,-11.8343,31.4529,59.09,98,95,2.37,overcast clouds,2022-02-12 20:57:48
199,Thompson,CA,55.7435,-97.8558,-5.64,49,0,6.91,clear sky,2022-02-12 20:57:02
200,Poyarkovo,RU,49.6,128.6833,0.93,96,100,7.18,overcast clouds,2022-02-12 20:57:48
201,Ankang,CN,32.68,109.0172,39.52,68,100,0.85,overcast clouds,2022-02-12 20:57:49
202,Kamina,CD,-8.7386,24.9906,63.54,95,87,2.89,light rain,2022-02-12 20:57:49
203,Erzin,TR,36.9559,36.2,41.52,70,43,2.73,scattered clouds,2022-02-12 20:57:49
204,Camabatela,AO,-8.1881,15.375,64.15,92,100,0.89,overcast clouds,2022-02-12 20:57:50
205,Wilmington,US,34.2257,-77.9447,66.97,53,100,6.17,overcast clouds,2022-02-12 20:54:36
206,Santa Cruz Del Sur,CU,20.7147,-77.9956,80.78,68,12,7.58,light rain,2022-02-12 20:57:50
207,Richards Bay,ZA,-28.783,32.0377,73.83,86,0,9.66,clear sky,2022-02-12 20:57:50
208,Barra Da Estiva,BR,-13.6261,-41.3269,70.95,78,52,2.51,broken clouds,2022-02-12 20:57:51
209,Sao Filipe,CV,14.8961,-24.4956,77.81,46,76,19.75,broken clouds,2022-02-12 20:57:51
210,Hovd,MN,48.0056,91.6419,-17.79,83,66,3.38,broken clouds,2022-02-12 20:57:51
211,Torbay,CA,47.6666,-52.7314,45.57,79,100,17.27,overcast clouds,2022-02-12 20:57:51
212,Natal,BR,-5.795,-35.2094,86.65,79,40,13.8,scattered clouds,2022-02-12 20:57:52
213,Maldonado,UY,-34.6667,-54.9167,63.79,88,100,16.62,overcast clouds,2022-02-12 20:55:27
214,Landeck,AT,47.1301,10.5636,28.08,62,62,7.96,broken clouds,2022-02-12 20:57:52
215,Kuah,MY,6.3265,99.8432,80.58,74,20,2.3,few clouds,2022-02-12 20:57:52
216,La Ronge,CA,55.1001,-105.2842,-7.35,49,75,5.75,broken clouds,2022-02-12 20:57:53
217,Saint-Augustin,CA,51.226,-58.6502,33.06,98,100,17.87,light snow,2022-02-12 20:57:53
218,Tiksi,RU,71.6872,128.8694,-7.98,89,91,14.83,overcast clouds,2022-02-12 20:57:53
219,Karratha,AU,-20.7377,116.8463,85.57,67,69,4.56,broken clouds,2022-02-12 20:57:54
220,San Patricio,US,28.017,-97.5169,62.87,63,100,25.81,overcast clouds,2022-02-12 20:57:54
221,Haines Junction,CA,60.7522,-137.5108,42.75,31,54,11.5,broken clouds,2022-02-12 20:53:36
222,Bilma,NE,18.6853,12.9164,64.78,16,0,7.94,clear sky,2022-02-12 20:57:54
223,Birin,NP,26.8865,88.0718,42.96,80,0,4.27,clear sky,2022-02-12 20:58:55
224,Dharur,IN,18.8167,76.1167,66.45,35,79,5.41,broken clouds,2022-02-12 20:58:55
225,Matara,LK,5.9485,80.5353,75.0,90,100,2.39,overcast clouds,2022-02-12 20:58:55
226,Yar-Sale,RU,66.8333,70.8333,-8.55,93,100,15.01,overcast clouds,2022-02-12 20:58:56
227,Samarai,PG,-10.6167,150.6667,80.85,69,80,8.39,broken clouds,2022-02-12 20:58:56
228,Manokwari,ID,-0.8667,134.0833,77.7,77,93,5.91,overcast clouds,2022-02-12 20:58:56
229,Strelka,RU,58.0728,93.0344,-5.06,91,7,7.92,clear sky,2022-02-12 20:58:56
230,Ambilobe,MG,-13.2,49.05,72.84,95,90,2.51,light rain,2022-02-12 20:58:57
231,Coquimbo,CL,-29.9533,-71.3436,69.53,68,20,12.66,few clouds,2022-02-12 20:58:57
232,Kheralu,IN,23.8833,72.6167,59.97,26,0,4.9,clear sky,2022-02-12 20:58:57
233,Iaciara,BR,-14.0958,-46.6317,72.54,89,81,1.81,broken clouds,2022-02-12 20:58:58
234,Mitsamiouli,KM,-11.3847,43.2844,79.12,79,100,7.45,overcast clouds,2022-02-12 20:58:58
235,Port-Gentil,GA,-0.7193,8.7815,82.36,83,40,8.05,scattered clouds,2022-02-12 20:58:58
236,Margate,GB,51.3813,1.3862,45.3,65,100,8.99,overcast clouds,2022-02-12 20:58:59
237,Esperance,AU,-33.8667,121.9,62.44,61,91,9.24,overcast clouds,2022-02-12 20:58:59
238,Saint-Pierre,RE,-21.3393,55.4781,78.44,78,20,4.61,few clouds,2022-02-12 20:58:59
239,Charleville,AU,-26.4,146.25,68.07,49,0,5.75,clear sky,2022-02-12 20:58:59
240,Rurrenabaque,BO,-14.4413,-67.5278,82.54,87,99,0.16,heavy intensity rain,2022-02-12 20:59:00
241,Tumaco,CO,1.7986,-78.8156,79.18,82,74,8.41,light rain,2022-02-12 20:59:00
242,Antalaha,MG,-14.9003,50.2788,73.15,92,33,5.41,scattered clouds,2022-02-12 20:59:00
243,Norman Wells,CA,65.282,-126.8329,-16.56,69,75,4.61,broken clouds,2022-02-12 20:54:13
244,Zhigansk,RU,66.7697,123.3711,-34.02,100,79,4.09,broken clouds,2022-02-12 20:54:12
245,Port Moresby,PG,-9.4431,147.1797,71.02,100,20,3.44,few clouds,2022-02-12 20:59:01
246,Harbin,CN,45.75,126.65,-13.05,100,61,0.94,broken clouds,2022-02-12 20:59:01
247,Smidovich,RU,48.6,133.8167,13.23,97,100,2.06,light snow,2022-02-12 20:59:01
248,Ahuimanu,US,21.4447,-157.8378,78.78,67,24,4.0,few clouds,2022-02-12 20:59:02
249,Zadonsk,RU,52.3904,38.9261,24.94,93,7,9.71,clear sky,2022-02-12 20:59:02
250,Panaba,MX,21.2833,-88.2667,84.18,58,63,7.02,broken clouds,2022-02-12 20:59:02
251,Mabai,CN,23.0128,104.4508,51.15,98,100,3.02,overcast clouds,2022-02-12 20:59:03
252,Ferkessedougou,CI,9.6,-5.2,80.31,12,31,3.8,scattered clouds,2022-02-12 20:59:03
253,Cidreira,BR,-30.1811,-50.2056,76.41,75,13,19.1,light rain,2022-02-12 20:57:43
254,Klaksvik,FO,62.2266,-6.589,38.32,86,99,4.32,overcast clouds,2022-02-12 20:59:03
255,Okahandja,NA,-21.9833,16.9167,71.83,71,100,5.14,light rain,2022-02-12 20:59:04
256,Birjand,IR,32.8663,59.2211,46.87,66,100,11.5,overcast clouds,2022-02-12 20:59:04
257,San Ramon,US,37.7799,-121.978,77.61,51,73,3.0,broken clouds,2022-02-12 20:56:46
258,Puerto Madryn,AR,-42.7692,-65.0385,77.05,27,66,11.79,broken clouds,2022-02-12 20:59:04
259,Araouane,ML,18.9048,-3.5265,65.28,15,0,9.57,clear sky,2022-02-12 20:59:04
260,Port Hardy,CA,50.6996,-127.4199,45.75,93,40,2.3,scattered clouds,2022-02-12 20:59:05
261,Ziyang,CN,29.2497,117.8547,45.19,98,100,1.77,light rain,2022-02-12 20:59:05
262,Alice Springs,AU,-23.7,133.8833,60.35,77,0,4.61,clear sky,2022-02-12 20:59:05
263,Yakeshi,CN,49.2833,120.7333,-29.85,100,100,1.97,overcast clouds,2022-02-12 20:55:20
264,Tucumcari,US,35.1717,-103.725,37.24,60,100,9.22,overcast clouds,2022-02-12 20:59:06
265,Townsville,AU,-19.25,146.8,76.08,78,40,6.91,scattered clouds,2022-02-12 20:56:29
266,Penzance,GB,50.1186,-5.5371,51.01,93,100,27.27,overcast clouds,2022-02-12 20:59:06
267,Paamiut,GL,61.994,-49.6678,19.35,95,100,8.01,light snow,2022-02-12 20:59:06
268,Sobolevo,RU,54.4299,31.8996,24.37,88,23,13.89,few clouds,2022-02-12 20:59:07
269,Ouadda,CF,8.0777,22.4007,75.42,21,60,7.45,broken clouds,2022-02-12 20:59:07
270,Sakakah,SA,29.9697,40.2064,51.37,38,0,4.83,clear sky,2022-02-12 20:59:07
271,San Cristobal,VE,7.7669,-72.225,77.18,39,98,5.53,overcast clouds,2022-02-12 20:59:08
272,Saint George,US,37.1041,-113.5841,70.27,13,0,4.61,clear sky,2022-02-12 20:55:28
273,Kenai,US,60.5544,-151.2583,27.14,93,100,3.44,mist,2022-02-12 21:00:08
274,Hirara,JP,24.8,125.2833,69.75,86,100,10.04,moderate rain,2022-02-12 21:00:09
275,Lubango,AO,-14.9172,13.4925,58.89,65,73,3.65,broken clouds,2022-02-12 20:55:20
276,Chavakkad,IN,10.5333,76.05,78.17,84,35,7.49,scattered clouds,2022-02-12 21:00:10
277,Nantucket,US,41.2835,-70.0995,53.96,77,54,19.93,broken clouds,2022-02-12 21:00:11
278,Chumikan,RU,54.7183,135.315,4.28,89,100,3.24,overcast clouds,2022-02-12 21:00:11
279,Qurayyat,SA,31.3318,37.3428,50.85,45,0,1.16,clear sky,2022-02-12 21:00:11
280,Namibe,AO,-15.1961,12.1522,75.42,82,87,6.62,overcast clouds,2022-02-12 20:58:59
281,Necochea,AR,-38.5473,-58.7368,70.03,49,1,9.04,clear sky,2022-02-12 21:00:12
282,Inhambane,MZ,-23.865,35.3833,75.07,74,5,9.55,clear sky,2022-02-12 21:00:12
283,Phan Thiet,VN,10.9333,108.1,74.39,82,61,6.76,broken clouds,2022-02-12 21:00:13
284,Los Llanos De Aridane,ES,28.6585,-17.9182,62.35,76,40,14.97,scattered clouds,2022-02-12 21:00:14
285,Ponta Delgada,PT,37.7333,-25.6667,62.51,82,75,14.97,broken clouds,2022-02-12 21:00:14
286,Komsomolskiy,UZ,40.4272,71.7189,38.62,93,100,4.61,fog,2022-02-12 21:00:14
287,Fort Nelson,CA,58.8053,-122.7002,21.6,91,100,0.98,overcast clouds,2022-02-12 21:00:14
288,Kamaishi,JP,39.2667,141.8833,32.22,66,72,5.19,broken clouds,2022-02-12 21:00:15
289,Kizilskoye,RU,52.7255,58.8937,5.34,99,73,4.23,broken clouds,2022-02-12 21:00:15
290,Jaisalmer,IN,26.9147,70.9181,65.75,18,0,8.9,clear sky,2022-02-12 21:00:15
291,Shubarkuduk,KZ,49.1447,56.4872,16.57,99,100,3.87,overcast clouds,2022-02-12 21:00:16
292,Katsuura,JP,35.1333,140.3,41.14,59,38,3.36,scattered clouds,2022-02-12 21:00:16
293,Vanavara,RU,60.34,102.2797,-15.14,100,97,2.75,overcast clouds,2022-02-12 21:00:16
294,Arvika,SE,59.6553,12.5852,38.1,96,100,14.25,overcast clouds,2022-02-12 21:00:17
295,Ilembula,TZ,-8.9,34.5833,61.72,96,100,2.1,light rain,2022-02-12 21:00:17
296,Bafoulabe,ML,13.8065,-10.8321,79.77,10,5,5.93,clear sky,2022-02-12 21:00:18
297,Yangshe,CN,31.8899,120.6052,44.04,91,100,1.01,light rain,2022-02-12 21:00:18
298,Tevaitoa,PF,-16.7833,-151.5,81.3,74,92,14.79,light rain,2022-02-12 21:00:18
299,Khatanga,RU,71.9667,102.5,-19.35,89,48,3.8,scattered clouds,2022-02-12 21:00:19
300,Bredasdorp,ZA,-34.5322,20.0403,68.29,80,100,2.89,overcast clouds,2022-02-12 21:00:19
301,College,US,64.8569,-147.8028,0.9,73,100,1.45,overcast clouds,2022-02-12 21:00:19
302,Shimoda,JP,34.6667,138.95,41.11,72,97,0.74,light rain,2022-02-12 20:56:30
303,Baraki Barak,AF,33.9675,68.9486,16.09,68,59,2.86,broken clouds,2022-02-12 21:00:20
304,Hamilton,US,39.1834,-84.5333,31.44,77,100,3.0,overcast clouds,2022-02-12 20:57:01
305,Kathmandu,NP,27.7167,85.3167,44.82,93,20,3.44,few clouds,2022-02-12 21:00:06
306,Lavrentiya,RU,65.5833,-171.0,-15.9,93,11,7.65,few clouds,2022-02-12 21:00:21
307,Kieta,PG,-6.2167,155.6333,80.01,73,100,1.99,overcast clouds,2022-02-12 21:00:21
308,Miracema Do Tocantins,BR,-9.5618,-48.3967,78.1,90,93,3.29,overcast clouds,2022-02-12 21:00:21
309,Bowen,AU,-20.0167,148.2333,77.23,72,21,12.12,few clouds,2022-02-12 21:00:22
310,Freeport,US,40.6576,-73.5832,57.38,40,81,13.0,broken clouds,2022-02-12 20:57:01
311,Sao Joao Da Barra,BR,-21.6403,-41.0511,74.8,86,96,5.57,overcast clouds,2022-02-12 21:00:22
312,Beringovskiy,RU,63.05,179.3167,-25.44,95,11,7.25,few clouds,2022-02-12 21:00:23
313,Panormos,GR,35.4182,24.6909,54.66,72,47,4.85,scattered clouds,2022-02-12 21:00:23
314,Kanigoro,ID,-8.13,112.219,72.32,94,99,5.41,moderate rain,2022-02-12 21:00:23
315,Umm Lajj,SA,25.0213,37.2685,67.93,25,0,21.97,clear sky,2022-02-12 21:00:23
316,Zapolyarnyy,RU,69.4154,30.8136,0.68,97,14,5.91,few clouds,2022-02-12 21:00:24
317,Channel-Port Aux Basques,CA,47.5702,-59.1367,38.73,98,100,26.31,overcast clouds,2022-02-12 21:00:24
318,Talnakh,RU,69.4865,88.3972,-8.82,79,17,9.13,few clouds,2022-02-12 21:00:25
319,Husavik,IS,66.0449,-17.3389,16.86,86,95,7.54,overcast clouds,2022-02-12 21:00:25
320,Zhezkazgan,KZ,47.8043,67.7144,26.58,93,100,22.37,overcast clouds,2022-02-12 21:00:25
321,Ajdabiya,LY,30.7554,20.2263,53.89,64,0,3.49,clear sky,2022-02-12 21:01:26
322,Lexington,US,37.9887,-84.4777,34.25,71,100,11.03,overcast clouds,2022-02-12 20:57:35
323,Faya,SA,18.3851,42.4509,55.74,63,2,7.16,clear sky,2022-02-12 21:01:26
324,Baykalsk,RU,51.5058,104.1469,-11.92,87,57,5.95,broken clouds,2022-02-12 21:01:26
325,Ancud,CL,-41.8697,-73.8203,80.22,65,71,5.14,broken clouds,2022-02-12 21:01:27
326,Honningsvag,NO,70.9821,25.9704,29.75,64,100,24.52,light snow,2022-02-12 21:01:27
327,Bambous Virieux,MU,-20.3428,57.7575,80.85,83,40,9.22,moderate rain,2022-02-12 20:58:51
328,Shahumyan,AM,39.9385,44.5697,30.52,56,4,2.44,clear sky,2022-02-12 21:01:27
329,Vangaindrano,MG,-23.35,47.6,73.81,86,50,6.73,scattered clouds,2022-02-12 21:01:28
330,Lasa,IT,46.6166,10.7002,29.03,48,30,1.52,scattered clouds,2022-02-12 21:01:28
331,Nouadhibou,MR,20.931,-17.0347,66.9,69,59,19.82,broken clouds,2022-02-12 21:01:28
332,Teguldet,RU,57.3064,88.1667,-0.69,89,6,9.98,clear sky,2022-02-12 21:01:29
333,Asau,RO,46.4333,26.4,30.76,93,81,2.46,broken clouds,2022-02-12 21:01:29
334,Rocha,UY,-34.4833,-54.3333,65.8,93,100,16.28,overcast clouds,2022-02-12 21:01:09
335,Mount Isa,AU,-20.7333,139.5,73.17,100,75,2.3,broken clouds,2022-02-12 21:01:29
336,Avera,US,33.194,-82.5271,71.71,35,97,7.45,overcast clouds,2022-02-12 21:01:30
337,Sisimiut,GL,66.9395,-53.6735,11.16,81,100,26.44,overcast clouds,2022-02-12 21:01:30
338,Berlevag,NO,70.8578,29.0864,24.26,77,63,21.97,broken clouds,2022-02-12 21:01:30
339,Kyshtovka,RU,56.555,76.6271,-2.54,94,11,10.16,few clouds,2022-02-12 21:01:30
340,Gayeri,BF,12.6497,0.4931,79.41,10,15,7.56,few clouds,2022-02-12 21:01:31
341,La Roda,ES,39.2167,-2.15,49.73,58,100,8.25,overcast clouds,2022-02-12 21:01:31
342,Jatiroto,ID,-7.8833,111.1167,73.06,93,100,3.13,moderate rain,2022-02-12 21:01:31
343,Okhotsk,RU,59.3833,143.3,-14.96,81,8,8.75,clear sky,2022-02-12 21:01:32
344,Alto Araguaia,BR,-17.3147,-53.2153,78.64,78,68,5.46,moderate rain,2022-02-12 21:01:32
345,Peniche,PT,39.3558,-9.3811,55.62,86,22,10.63,few clouds,2022-02-12 21:01:32
346,Killybegs,IE,54.6333,-8.45,45.45,82,100,17.54,overcast clouds,2022-02-12 21:01:33
347,Biltine,TD,14.5333,20.9167,73.69,11,18,7.74,few clouds,2022-02-12 21:01:33
348,Vila,PT,42.0304,-8.1588,40.75,89,70,3.29,broken clouds,2022-02-12 21:01:33
349,Pitiquito,MX,30.7,-112.0833,85.39,8,0,9.15,clear sky,2022-02-12 21:01:34
